"","order","species","adult_body_mass_g","adult_head_body_len_mm","home_range_km2","litter_size"
"3288","Artiodactyla","Ovis dalli",70194.13,1415.02,10.15,1.22
"3289","Artiodactyla","Ovis nivicola",90000,NA,NA,1
"3290","Rodentia","Oxymycterus akodontius",67.99,NA,NA,NA
"3291","Rodentia","Oxymycterus amazonicus",NA,NA,NA,NA
"3292","Rodentia","Oxymycterus angularis",67.99,NA,NA,NA
"3293","Rodentia","Oxymycterus caparoae",NA,NA,NA,NA
"3294","Rodentia","Oxymycterus dasytrichus",NA,NA,NA,NA
"3295","Rodentia","Oxymycterus delator",81.49,NA,NA,NA
"3296","Rodentia","Oxymycterus hiska",67.99,NA,NA,NA
"3297","Rodentia","Oxymycterus hispidus",36.75,NA,NA,NA
"3298","Rodentia","Oxymycterus hucucha",67.99,NA,NA,NA
"3299","Rodentia","Oxymycterus inca",34.99,NA,NA,NA
"3300","Rodentia","Oxymycterus josei",NA,NA,NA,NA
"3301","Rodentia","Oxymycterus nasutus",67.99,NA,NA,NA
"3302","Rodentia","Oxymycterus paramensis",41.99,NA,NA,NA
"3303","Rodentia","Oxymycterus quaestor",NA,NA,NA,NA
"3304","Rodentia","Oxymycterus roberti",83.71,100,NA,NA
"3305","Rodentia","Oxymycterus rufus",82.01,NA,NA,2.51
"3306","Artiodactyla","Ozotoceros bezoarticus",34620.4,1224.74,6.16,1
"3307","Rodentia","Pachyuromys duprasi",47.5,NA,NA,3.49
"3308","Carnivora","Pagophilus groenlandicus",132250,1721.36,NA,1
"3309","Carnivora","Paguma larvata",4300,633.11,2.88,2.16
"3310","Rodentia","Palawanomys furvus",NA,144.99,NA,NA
"3311","Primates","Pan paniscus",35119.95,753.43,27.93,1.01
"3312","Primates","Pan troglodytes",45000,796.09,10.85,1.05
"3313","Carnivora","Panthera leo",158623.93,1835.16,55.19,2.75
"3314","Carnivora","Panthera onca",83943.09,1331.62,52.55,1.96
"3315","Carnivora","Panthera pardus",52399.99,1377.71,18.78,2.14
"3316","Carnivora","Panthera tigris",161914.66,1824.79,64.89,2.6
"3317","Cetacea","Phocoena dioptrica",65000,NA,NA,0.97
"3318","Cetacea","Phocoena phocoena",52730.93,1530.07,NA,0.98
"3319","Cetacea","Phocoena sinus",43121.43,1520,NA,0.97
"3320","Cetacea","Phocoena spinipinnis",59999.99,NA,NA,0.97
"3321","Cetacea","Phocoenoides dalli",106042.53,1966.64,NA,0.98
"3322","Rodentia","Phodopus campbelli",27.06,91.22,NA,8.47
"3323","Rodentia","Phodopus roborovskii",NA,72,NA,6.28
"3324","Rodentia","Phodopus sungorus",30.43,79.76,NA,5.48
"3325","Chiroptera","Phoniscus aerosa",NA,NA,NA,NA
"3326","Chiroptera","Phoniscus atrox",4.81,NA,NA,NA
"3327","Chiroptera","Phoniscus jagorii",4.7,NA,NA,1
"3328","Chiroptera","Phoniscus papuensis",6.32,NA,NA,NA
"3329","Chiroptera","Phylloderma stenops",55.82,NA,NA,0.98
"3330","Rodentia","Phyllomys blainvillii",243.3,NA,NA,NA
"3331","Rodentia","Phyllomys brasiliensis",312.49,NA,NA,NA
"3332","Rodentia","Phyllomys dasythrix",260,NA,NA,NA
"3333","Artiodactyla","Pantholops hodgsonii",32733.12,NA,NA,1
"3334","Rodentia","Papagomys armandvillei",NA,NA,NA,NA
"3335","Rodentia","Papagomys theodorverhoeveni",NA,NA,NA,NA
"3336","Primates","Papio anubis",17728.56,NA,4.83,1.01
"3337","Primates","Papio cynocephalus",15822.15,NA,14.95,1.01
"3338","Primates","Papio hamadryas",14007.08,675,17.37,1.01
"3339","Primates","Papio papio",18026.05,NA,NA,1.01
"3340","Primates","Papio ursinus",17729.44,NA,9.12,1.01
"3341","Rodentia","Pappogeomys alcorni",150,NA,NA,NA
"3342","Rodentia","Pappogeomys bulleri",150,NA,NA,0.97
"3343","Chiroptera","Paracoelops megalotis",NA,NA,NA,NA
"3344","Soricomorpha","Paracrocidura graueri",NA,NA,NA,NA
"3345","Soricomorpha","Paracrocidura maxima",NA,NA,NA,NA
"3346","Soricomorpha","Paracrocidura schoutedeni",12.18,75.03,NA,NA
"3347","Carnivora","Paracynictis selousi",1669.72,427.91,NA,2
"3348","Rodentia","Paradipus ctenodactylus",NA,NA,NA,3.4
"3349","Carnivora","Paradoxurus hermaphroditus",3200,532.26,4.15,3.29
"3350","Carnivora","Paradoxurus jerdoni",3530.33,589.08,NA,3
"3351","Carnivora","Paradoxurus zeylonensis",2821.3,487.39,NA,2.5
"3352","Erinaceomorpha","Paraechinus aethiopicus",352.4,181.87,NA,3.49
"3353","Erinaceomorpha","Paraechinus hypomelas",213,207.62,NA,3.74
"3354","Erinaceomorpha","Paraechinus micropus",171,180,NA,4
"3355","Erinaceomorpha","Paraechinus nudiventris",NA,NA,NA,NA
"3356","Rodentia","Parahydromys asper",526.66,213.59,NA,NA
"3357","Rodentia","Paraleptomys rufilatus",54.99,126.78,NA,NA
"3358","Rodentia","Paraleptomys wilhelmina",33.68,118.87,NA,NA
"3359","Rodentia","Paralomys gerbillus",17.4,NA,NA,NA
"3360","Rodentia","Paramelomys gressitti",NA,NA,NA,NA
"3361","Rodentia","Paramelomys levipes",82.81,151,NA,1.52
"3362","Rodentia","Paramelomys lorentzii",150,175,NA,1.07
"3363","Rodentia","Paramelomys mollis",90.05,145.69,NA,1.69
"3364","Rodentia","Paramelomys moncktoni",80.56,147.48,NA,2.15
"3365","Rodentia","Paramelomys naso",NA,170.41,NA,NA
"3366","Rodentia","Paramelomys platyops",85.6,128.75,NA,1.94
"3367","Rodentia","Paramelomys rubex",47.16,115.97,0.007363214,2
"3368","Rodentia","Paramelomys steini",NA,125.78,NA,NA
"3369","Dasyuromorphia","Paramurexia rothschildi",53.77,129.55,NA,3.39
"3370","Dasyuromorphia","Parantechinus apicalis",71.31,142.5,NA,7.5
"3371","Chiroptera","Paranyctimene raptor",24.94,77.67,NA,0.98
"3372","Chiroptera","Paranyctimene tenax",NA,NA,NA,NA
"3373","Soricomorpha","Parascalops breweri",51.11,127.05,4.15528e-05,4.49
"3374","Soricomorpha","Parascaptor leucura",NA,NA,NA,NA
"3375","Rodentia","Paraxerus alexandri",50.73,115.65,NA,0.97
"3376","Rodentia","Paraxerus boehmi",70.24,125.62,NA,1.06
"3377","Rodentia","Paraxerus cepapi",222.85,172.74,0.004512132,2.02
"3378","Rodentia","Paraxerus cooperi",250,NA,NA,NA
"3379","Rodentia","Paraxerus flavovittis",160,178.46,NA,1.22
"3380","Rodentia","Paraxerus lucifer",692.45,243.07,NA,NA
"3381","Rodentia","Paraxerus ochraceus",104.3,160.02,NA,2.2
"3382","Rodentia","Paraxerus palliatus",365.37,209.57,0.02,1.6
"3383","Rodentia","Paraxerus poensis",100,191.78,NA,1.5
"3384","Rodentia","Paraxerus vexillarius",675,NA,NA,NA
"3385","Rodentia","Paraxerus vincenti",NA,NA,NA,NA
"3386","Carnivora","Pardofelis marmorata",2826.68,516.47,NA,2
"3387","Rodentia","Parotomys brantsii",129.5,NA,NA,2.04
"3388","Rodentia","Parotomys littledalei",126.99,NA,NA,2.91
"3389","Rodentia","Paruromys dominator",325.31,NA,NA,NA
"3390","Rodentia","Paulamys naso",NA,NA,NA,NA
"3391","Rodentia","Pearsonomys annectens",NA,NA,NA,NA
"3392","Artiodactyla","Pecari tajacu",21133.69,889.34,1.37,1.56
"3393","Rodentia","Pectinator spekei",169.7,NA,NA,1.17
"3394","Rodentia","Pedetes capensis",2549.25,NA,NA,0.98
"3395","Rodentia","Pedetes surdaster",NA,NA,NA,NA
"3396","Chiroptera","Penthetor lucasi",35.39,NA,NA,1
"3397","Cetacea","Peponocephala electra",206000,NA,NA,NA
"3398","Peramelemorphia","Perameles bougainville",230.8,300,0.07,2
"3399","Peramelemorphia","Perameles eremiana",499.99,NA,NA,2
"3400","Peramelemorphia","Perameles gunnii",903.46,323.35,0.02,2.31
"3401","Peramelemorphia","Perameles nasuta",720.26,NA,NA,2.43
"3402","Primates","Perodicticus potto",1081.81,320,0.11,1.09
"3403","Rodentia","Perognathus alticolus",23.99,75.51,NA,NA
"3404","Rodentia","Perognathus amplus",11.97,NA,NA,NA
"3405","Rodentia","Perognathus fasciatus",11.29,69.34,NA,5.48
"3406","Rodentia","Perognathus flavescens",9.21,69.29,0.000329061,4.37
"3407","Rodentia","Perognathus flavus",7.97,59.6,0.001896819,3.94
"3408","Rodentia","Perognathus inornatus",10.16,72.23,0.000176546,4
"3409","Rodentia","Perognathus longimembris",8.07,NA,0.002322898,4.45
"3410","Rodentia","Perognathus merriami",6.94,58.7,0.008251478,4.18
"3411","Rodentia","Perognathus parvus",21.56,81.57,0.001580096,4.86
"3412","Rodentia","Peromyscus attwateri",27.9,NA,0.00180695,3.53
"3413","Rodentia","Peromyscus aztecus",34,112,NA,3.49
"3414","Rodentia","Peromyscus beatae",NA,NA,NA,NA
"3415","Rodentia","Peromyscus boylii",23.9,NA,0.002848598,3.18
"3416","Rodentia","Peromyscus bullatus",40,NA,NA,NA
"3417","Rodentia","Peromyscus californicus",42.68,116,0.001126808,1.94
"3418","Rodentia","Peromyscus caniceps",NA,89.99,NA,NA
"3419","Rodentia","Peromyscus crinitus",16.32,82.84,0.003136673,3.08
"3420","Rodentia","Peromyscus dickeyi",28.6,100.79,NA,NA
"3421","Rodentia","Peromyscus difficilis",27.95,NA,NA,3.88
"3422","Rodentia","Peromyscus eremicus",22.73,91.4,0.002263355,2.52
"3423","Rodentia","Peromyscus eva",21.99,NA,NA,NA
"3424","Rodentia","Peromyscus fraterculus",NA,NA,NA,NA
"3425","Rodentia","Peromyscus furvus",32.99,NA,NA,1.94
"3426","Rodentia","Peromyscus gossypinus",27.68,98.51,0.00396074,3.7
"3427","Rodentia","Peromyscus grandis",71,NA,NA,2.43
"3428","Rodentia","Peromyscus gratus",27.35,NA,NA,NA
"3429","Rodentia","Peromyscus guardia",NA,NA,NA,NA
"3430","Rodentia","Peromyscus guatemalensis",40,NA,NA,1.94
"3431","Rodentia","Peromyscus gymnotis",40,NA,NA,NA
"3432","Rodentia","Peromyscus hooperi",35.99,NA,NA,3.09
"3433","Rodentia","Peromyscus hylocetes",NA,NA,NA,NA
"3434","Rodentia","Peromyscus interparietalis",NA,NA,NA,2.39
"3435","Rodentia","Peromyscus keeni",28.25,93.49,0.003267089,5.99
"3436","Rodentia","Peromyscus leucopus",18.07,94.41,0.000886749,4.27
"3437","Rodentia","Peromyscus levipes",NA,NA,NA,NA
"3438","Chiroptera","Pteronotus parnellii",19.59,57,NA,0.99
"3439","Chiroptera","Pteronotus personatus",7.99,45.21,NA,0.98
"3440","Chiroptera","Pteronotus pristinus",NA,NA,NA,NA
"3441","Chiroptera","Pteronotus quadridens",5.64,NA,NA,1.21
"3442","Carnivora","Pteronura brasiliensis",26000,1137.99,85.85,2.12
"3443","Chiroptera","Pteropus admiralitatum",306.46,179.97,NA,1
"3444","Chiroptera","Pteropus aldabrensis",310.29,NA,NA,NA
"3445","Chiroptera","Pteropus alecto",610.13,254.6,NA,1
"3446","Chiroptera","Pteropus anetianus",397.22,NA,NA,0.98
"3447","Chiroptera","Pteropus aruensis",NA,NA,NA,NA
"3448","Chiroptera","Pteropus banakrisi",NA,NA,NA,NA
"3449","Chiroptera","Pteropus brunneus",200,117.64,NA,NA
"3450","Chiroptera","Pteropus caniceps",525.12,216.67,NA,NA
"3451","Chiroptera","Pteropus capistratus",NA,NA,NA,NA
"3452","Rodentia","Peromyscus madrensis",NA,NA,NA,2.91
"3453","Rodentia","Peromyscus maniculatus",19.98,95.75,0.002028926,4.76
"3454","Rodentia","Peromyscus mayensis",NA,NA,NA,NA
"3455","Rodentia","Peromyscus megalops",66.2,NA,NA,2
"3456","Rodentia","Peromyscus mekisturus",59.99,NA,NA,NA
"3457","Rodentia","Peromyscus melanocarpus",58.9,125.12,NA,2.23
"3458","Rodentia","Peromyscus melanophrys",40,NA,NA,2.91
"3459","Rodentia","Peromyscus melanotis",39.59,NA,0.000513365,3.69
"3460","Rodentia","Peromyscus melanurus",40,NA,NA,2.75
"3461","Rodentia","Peromyscus merriami",40,NA,NA,3.4
"3462","Rodentia","Peromyscus mexicanus",42.58,124.92,NA,2.56
"3463","Rodentia","Peromyscus nasutus",NA,NA,NA,NA
"3464","Rodentia","Peromyscus ochraventer",40,NA,NA,4.86
"3465","Rodentia","Peromyscus pectoralis",38.99,NA,0.002436912,3.88
"3466","Rodentia","Peromyscus pembertoni",NA,NA,NA,NA
"3467","Rodentia","Peromyscus perfulvus",40,NA,NA,2.79
"3468","Rodentia","Peromyscus polionotus",14.27,NA,0.003254633,3.59
"3469","Rodentia","Peromyscus polius",40,NA,NA,NA
"3470","Rodentia","Peromyscus pseudocrinitus",NA,84,NA,NA
"3471","Rodentia","Peromyscus sagax",NA,NA,NA,NA
"3472","Rodentia","Peromyscus sejugis",21.5,98.7,NA,NA
"3473","Rodentia","Peromyscus simulus",40,99.2,NA,NA
"3474","Rodentia","Peromyscus slevini",NA,NA,NA,NA
"3475","Rodentia","Peromyscus spicilegus",35.99,102.69,NA,NA
"3476","Rodentia","Peromyscus stephani",NA,NA,NA,NA
"3477","Rodentia","Peromyscus stirtoni",29.19,101.79,NA,2.38
"3478","Rodentia","Peromyscus truei",27,NA,0.009130385,3.49
"3479","Rodentia","Peromyscus winkelmanni",40,NA,NA,NA
"3480","Rodentia","Peromyscus yucatanicus",27.13,100.69,NA,3
"3481","Rodentia","Peromyscus zarhynchus",40,140,NA,1.94
"3482","Chiroptera","Peropteryx kappleri",9.85,NA,NA,1
"3483","Chiroptera","Peropteryx leucoptera",NA,NA,NA,NA
"3484","Chiroptera","Peropteryx macrotis",5.68,NA,NA,0.99
"3485","Chiroptera","Peropteryx trinitatis",4.19,NA,NA,NA
"3486","Peramelemorphia","Peroryctes broadbenti",4800,515.25,NA,1.76
"3487","Peramelemorphia","Peroryctes raffrayana",905.63,346.48,NA,1.27
"3488","Rodentia","Petaurillus emiliae",NA,NA,NA,NA
"3489","Rodentia","Petaurillus hosei",NA,78.5,NA,NA
"3490","Rodentia","Petaurillus kinlochii",30.93,88.35,NA,NA
"3491","Rodentia","Petaurista alborufus",1501.95,410,NA,NA
"3492","Rodentia","Petaurista elegans",1040,398.02,NA,1
"3493","Rodentia","Petaurista leucogenys",NA,NA,NA,NA
"3494","Rodentia","Petaurista magnificus",1475.49,NA,NA,0.97
"3495","Rodentia","Petaurista nobilis",NA,NA,NA,NA
"3496","Rodentia","Petaurista petaurista",1533.84,411.99,NA,1
"3497","Rodentia","Petaurista philippensis",1675.83,NA,NA,NA
"3498","Rodentia","Petaurista xanthotis",NA,NA,NA,NA
"3499","Diprotodontia","Petauroides volans",1257.17,NA,0.01,1
"3500","Diprotodontia","Petaurus abidi",278,255.89,NA,1.02
"3501","Diprotodontia","Petaurus australis",567.15,NA,0.36,1.24
"3502","Diprotodontia","Petaurus biacensis",90.98,145.52,NA,1.45
"3503","Diprotodontia","Petaurus breviceps",120.76,156.51,0.01,1.82
"3504","Diprotodontia","Petaurus gracilis",360.63,NA,NA,1.75
"3505","Diprotodontia","Petaurus norfolcensis",230,NA,0.02,1.64
"3506","Rodentia","Petinomys crinitus",NA,248.99,NA,NA
"3507","Rodentia","Petinomys fuscocapillus",794.5,NA,NA,2
"3508","Rodentia","Petinomys genibarbis",108.81,177.99,NA,1.07
"3509","Rodentia","Petinomys hageni",NA,248.99,NA,NA
"3510","Rodentia","Petinomys lugens",NA,NA,NA,NA
"3511","Rodentia","Petinomys mindanensis",NA,NA,NA,NA
"3512","Rodentia","Petinomys sagitta",49.99,NA,NA,NA
"3513","Rodentia","Petinomys setosus",43.85,118.64,NA,1.5
"3514","Rodentia","Petinomys vordermanni",36.87,166.99,NA,2
"3515","Macroscelidea","Petrodromus tetradactylus",201,192.11,0.00980236,1
"3516","Diprotodontia","Petrogale assimilis",4618.88,NA,0.09,1
"3517","Diprotodontia","Petrogale brachyotis",4012.01,NA,NA,1
"3518","Diprotodontia","Petrogale burbidgei",1258,NA,NA,1
"3519","Diprotodontia","Petrogale coenensis",NA,NA,NA,NA
"3520","Diprotodontia","Petrogale concinna",1398.2,NA,NA,1
"3521","Diprotodontia","Petrogale godmani",4750,NA,NA,NA
"3522","Diprotodontia","Petrogale herberti",NA,NA,NA,NA
"3523","Diprotodontia","Petrogale inornata",4555.52,NA,NA,1
"3524","Diprotodontia","Petrogale lateralis",4567.88,NA,NA,1
"3525","Diprotodontia","Petrogale mareeba",NA,NA,NA,NA
"3526","Diprotodontia","Petrogale penicillata",6931.6,NA,NA,1
"3527","Diprotodontia","Petrogale persephone",5585.63,1000,NA,1
"3528","Diprotodontia","Petrogale purpureicollis",NA,NA,NA,NA
"3529","Diprotodontia","Petrogale rothschildi",4546.31,NA,NA,NA
"3530","Diprotodontia","Petrogale sharmani",NA,NA,NA,NA
"3531","Diprotodontia","Petrogale xanthopus",8499.99,NA,NA,1.02
"3532","Rodentia","Petromus typicus",224,NA,NA,1.5
"3533","Rodentia","Petromyscus barbouri",NA,NA,NA,NA
"3534","Rodentia","Petromyscus collinus",20,NA,NA,2.46
"3535","Rodentia","Petromyscus monticularis",20.72,NA,NA,NA
"3536","Rodentia","Petromyscus shortridgei",NA,NA,NA,NA
"3537","Diprotodontia","Petropseudes dahli",1877.03,NA,NA,1
"3538","Artiodactyla","Phacochoerus aethiopicus",75607.52,NA,1.35,3.2
"3539","Artiodactyla","Phacochoerus africanus",82499.99,1355.54,1.55,NA
"3540","Rodentia","Phaenomys ferrugineus",93.8,NA,NA,NA
"3541","Rodentia","Phaiomys leucurus",NA,NA,NA,1.94
"3542","Diprotodontia","Phalanger alexandrae",NA,NA,NA,NA
"3543","Diprotodontia","Phalanger carmelitae",1820.88,407.87,NA,1.01
"3544","Diprotodontia","Phalanger gymnotis",2597.89,453.72,NA,1.01
"3545","Diprotodontia","Phalanger intercastellanus",1747.5,384.35,NA,2.02
"3546","Diprotodontia","Phalanger lullulae",1632.5,372.27,NA,1.75
"3547","Diprotodontia","Phalanger matabiru",NA,NA,NA,NA
"3548","Diprotodontia","Phalanger matanim",1442.38,399.77,NA,1.02
"3549","Diprotodontia","Phalanger mimicus",NA,NA,NA,NA
"3550","Diprotodontia","Phalanger orientalis",2487.5,433.83,NA,1.71
"3551","Diprotodontia","Phalanger ornatus",1787.5,NA,NA,NA
"3552","Diprotodontia","Phalanger rothschildi",1365,NA,NA,NA
"3553","Diprotodontia","Phalanger sericeus",2003,412.36,NA,1.02
"3554","Diprotodontia","Phalanger vestitus",1850,424.9,NA,1.01
"3555","Primates","Phaner electromontis",NA,NA,NA,NA
"3556","Primates","Phaner furcifer",409.87,261.24,0.02,1.01
"3557","Primates","Phaner pallescens",NA,NA,NA,NA
"3558","Primates","Phaner parienti",NA,NA,NA,NA
"3559","Chiroptera","Pharotis imogene",NA,NA,NA,NA
"3560","Dasyuromorphia","Phascogale calura",43.03,108,0.03,7.5
"3561","Dasyuromorphia","Phascogale tapoatafa",192.65,NA,NA,6.79
"3562","Diprotodontia","Phascolarctos cinereus",6528.74,NA,0.01,1.01
"3563","Dasyuromorphia","Phascolosorex doriae",NA,179.85,NA,NA
"3564","Dasyuromorphia","Phascolosorex dorsalis",123.03,163.73,NA,3.39
"3565","Dasyuromorphia","Phascomurexia naso",52.62,122.28,NA,3.68
"3566","Rodentia","Phenacomys intermedius",25.2,107.67,NA,4.66
"3567","Rodentia","Phenacomys ungava",27,NA,NA,4.8
"3568","Didelphimorphia","Philander andersoni",324.99,NA,NA,NA
"3569","Didelphimorphia","Philander frenatus",NA,NA,NA,NA
"3570","Didelphimorphia","Philander mcilhennyi",NA,NA,NA,NA
"3571","Didelphimorphia","Philander opossum",425.81,265.6,0.003071815,4.75
"3572","Artiodactyla","Philantomba maxwellii",8557.69,845.23,NA,1
"3573","Artiodactyla","Philantomba monticola",4896.05,692.3,NA,0.98
"3574","Chiroptera","Philetor brachypterus",12,NA,NA,NA
"3575","Rodentia","Phloeomys cumingi",1842.46,382.49,NA,1
"3576","Rodentia","Phloeomys pallidus",1744.14,382.49,NA,NA
"3577","Carnivora","Phoca largha",98879.18,1634.87,NA,1
"3578","Carnivora","Phoca vitulina",87316.66,1611.75,NA,1
"3579","Carnivora","Phocarctos hookeri",273499.99,2018.97,NA,1
"3580","Rodentia","Phyllomys kerri",NA,NA,NA,NA
"3581","Rodentia","Phyllomys lamarum",215.19,NA,NA,NA
"3582","Rodentia","Phyllomys lundi",NA,NA,NA,NA
"3583","Rodentia","Phyllomys mantiqueirensis",NA,NA,NA,NA
"3584","Rodentia","Phyllomys medius",NA,NA,NA,NA
"3585","Rodentia","Phyllomys nigrispinus",224.3,213.5,NA,NA
"3586","Rodentia","Phyllomys pattoni",NA,NA,NA,NA
"3587","Rodentia","Phyllomys thomasi",502.14,281.29,NA,NA
"3588","Rodentia","Phyllomys unicolor",439,NA,NA,NA
"3589","Chiroptera","Phyllonycteris aphylla",14.15,70,NA,0.99
"3590","Chiroptera","Phyllonycteris major",NA,NA,NA,NA
"3591","Chiroptera","Phyllonycteris poeyi",NA,63.99,NA,0.98
"3592","Chiroptera","Phyllops falcatus",NA,NA,NA,0.98
"3593","Chiroptera","Phyllostomus discolor",36.7,NA,NA,0.99
"3594","Chiroptera","Phyllostomus elongatus",41.75,NA,NA,0.99
"3595","Chiroptera","Phyllostomus hastatus",91.44,107,NA,0.99
"3596","Carnivora","Procyon pygmaeus",2958.03,427.1,NA,NA
"3597","Rodentia","Proechimys brevicauda",284.99,NA,0.004969113,NA
"3598","Rodentia","Proechimys canicollis",312.57,NA,NA,NA
"3599","Rodentia","Proechimys chrysaeolus",284.99,NA,NA,NA
"3600","Rodentia","Proechimys cuvieri",339.85,NA,0.004517324,NA
"3601","Rodentia","Proechimys decumanus",284.99,NA,NA,NA
"3602","Rodentia","Proechimys echinothrix",NA,NA,NA,NA
"3603","Rodentia","Proechimys gardneri",NA,NA,NA,NA
"3604","Rodentia","Proechimys goeldii",284.99,NA,NA,NA
"3605","Rodentia","Proechimys guairae",349.28,NA,0.006001134,2.79
"3606","Rodentia","Proechimys guyannensis",314.03,220.16,0.001047581,2.16
"3607","Rodentia","Proechimys hoplomyoides",284.99,NA,NA,NA
"3608","Rodentia","Proechimys kulinae",NA,NA,NA,NA
"3609","Rodentia","Proechimys longicaudatus",205,NA,0.002439947,NA
"3610","Rodentia","Proechimys magdalenae",284.99,NA,NA,NA
"3611","Rodentia","Proechimys mincae",284.99,NA,NA,NA
"3612","Rodentia","Proechimys oconnelli",284.99,NA,NA,NA
"3613","Rodentia","Proechimys pattoni",NA,NA,NA,NA
"3614","Rodentia","Proechimys poliopus",284.99,NA,NA,NA
"3615","Rodentia","Proechimys quadruplicatus",284.99,NA,NA,NA
"3616","Rodentia","Proechimys roberti",284.99,NA,NA,NA
"3617","Rodentia","Proechimys semispinosus",353.32,229.31,0.001730355,2.84
"3618","Rodentia","Proechimys simonsi",284.99,NA,0.00365992,NA
"3619","Rodentia","Proechimys steerei",284.99,NA,NA,NA
"3620","Rodentia","Proechimys trinitatus",NA,NA,NA,NA
"3621","Rodentia","Proechimys urichi",284.99,NA,NA,NA
"3622","Rodentia","Proedromys bedfordi",NA,NA,NA,NA
"3623","Carnivora","Profelis aurata",11277.17,797.61,NA,2.25
"3624","Lagomorpha","Prolagus sardus",NA,225,NA,NA
"3625","Primates","Prolemur simus",2030.41,370,0.62,1
"3626","Rodentia","Prometheomys schaposchnikowi",75,NA,NA,3.4
"3627","Chiroptera","Promops centralis",29.8,NA,NA,0.99
"3628","Chiroptera","Promops nasutus",15.5,NA,NA,NA
"3629","Lagomorpha","Pronolagus crassicaudatus",2415.27,510,NA,1.5
"3630","Lagomorpha","Pronolagus randensis",2376.47,459.99,NA,1.05
"3631","Lagomorpha","Pronolagus rupestris",2249.99,438.44,NA,2
"3632","Primates","Propithecus coquereli",4189.27,NA,NA,1
"3633","Primates","Propithecus deckenii",NA,NA,NA,NA
"3634","Primates","Propithecus diadema",6568.99,501.74,0.21,1.01
"3635","Primates","Propithecus edwardsi",6573.27,NA,NA,NA
"3636","Primates","Propithecus perrieri",NA,NA,NA,NA
"3637","Primates","Propithecus tattersalli",3531.39,475,0.06,NA
"3638","Primates","Propithecus verreauxi",3588.26,472.49,0.03,1.02
"3639","Rodentia","Prosciurillus abstrusus",NA,NA,NA,NA
"3640","Rodentia","Prosciurillus leucomus",NA,NA,NA,NA
"3641","Rodentia","Prosciurillus murinus",NA,NA,NA,NA
"3642","Rodentia","Prosciurillus rosenbergii",NA,NA,NA,NA
"3643","Rodentia","Prosciurillus weberi",NA,NA,NA,NA
"3644","Chiroptera","Phyllostomus latifolius",134,NA,NA,NA
"3645","Rodentia","Phyllotis amicus",20.19,NA,NA,NA
"3646","Rodentia","Phyllotis andium",53,NA,NA,NA
"3647","Rodentia","Phyllotis bonariensis",42.5,NA,NA,NA
"3648","Rodentia","Phyllotis caprinus",50.8,NA,NA,NA
"3649","Chiroptera","Ptenochirus jagori",79.18,NA,NA,1
"3650","Chiroptera","Ptenochirus minor",47.02,NA,NA,NA
"3651","Chiroptera","Pteralopex acrodonta",257.53,186.79,NA,NA
"3652","Chiroptera","Pteralopex anceps",574.75,262.31,NA,1
"3653","Chiroptera","Pteralopex atrata",490.8,207.44,NA,NA
"3654","Chiroptera","Pteralopex pulchra",291.15,NA,NA,NA
"3655","Chiroptera","Pteralopex taki",NA,NA,NA,NA
"3656","Rodentia","Pteromys momonga",NA,NA,NA,NA
"3657","Rodentia","Pteromys volans",143.09,160.02,0.05,2.5
"3658","Rodentia","Pteromyscus pulverulentus",251.3,229,NA,1.28
"3659","Chiroptera","Pteronotus davyi",9.52,NA,NA,0.99
"3660","Chiroptera","Pteronotus gymnonotus",13.6,NA,NA,0.98
"3661","Chiroptera","Pteronotus macleayii",NA,NA,NA,NA
"3662","Chiroptera","Pteropus chrysoproctus",730.19,253.59,NA,NA
"3663","Chiroptera","Pteropus cognatus",NA,NA,NA,NA
"3664","Chiroptera","Pteropus conspicillatus",760.71,NA,NA,1
"3665","Chiroptera","Pteropus dasymallus",491.86,NA,NA,1
"3666","Chiroptera","Pteropus faunulus",NA,169.49,NA,NA
